,cluster,caption
66,70,"a black and white photo of an escalator in a train station. people are standing at a train station with a clock. a train station with a clock and a train. a train is parked at a train station. the interior of a train with blue seats. a red train pulling into a station with people walking by. a white and red train is sitting in a train station. a white train is parked at a train station. people are walking around a train station. people are walking around a train station. a train station with a large roof and lots of windows. a red train is parked at a train station. people walking on the platform next to a train. a blue sign with a number 15 on it. a red train is stopped at a train station. people are sitting on benches in a train station. people walk through a train station with a train. a train station with people walking around it. a train at a train station. a high speed train at a train station. a train station with people walking around and a train. a red train is pulling into a station. two trains are parked at a train station. a white and red train is stopped at a station. a train is parked at a train station. a white and red train is sitting in a train station. a high speed train is stopped at a station. a black and white photo of a train station. a red train sitting on the tracks next to a building. a train is pulling into a station with people on the platform. a white train sitting in a train station. a statue of a man and woman sitting on a bench in front of a building. a red train is parked at a train station. a black and white photo of a train in a train station. a black and white photo of a train station. a green train is parked at a station. black and white photograph of a train station. a crane lifts a statue of two men on top of a building. a train station with a large roof and a train. a red bull advertisement is on display in a train station. a large building with a clock on the side. a train station with people standing around it. a white and red train at a train station. a train is parked inside of a train station. a yellow train is parked at a train station. a train is parked at a train station with people walking around. people are standing on the platform of a train station. a piece of cake and a cup of coffee on a counter. a train station with a large glass roof and a train. the train station in Frankfurt, . a train station with a train on the tracks. people walking on the tracks. a train is pulling into a station at night. a man and woman posing for a photo. a man holding a camera and flags in front of a crowd. a white and red train is stopped at a station. a red train sitting on the tracks next to a building. a train at a station with people waiting. a train on the tracks. a train is pulling into a station. a white train on the tracks. a red and white train sitting on the tracks. a red train is parked at a train station. a train at a station with a platform and a platform. a train is parked at a train station"
67,72,"a close up of a green flower with white petals. a close up of a green flower with white petals. a close up of a pink flower with green leaves. a white flower with a yellow center is in the middle of a green plant. a small branch with yellow flowers on it. a close up of a plant with yellow flowers. a close up of some blue flowers. a black and white photo of a building at night. a bee on a yellow flower in the field. yellow flowers in a field with green grass. blue flowers in a garden with blurry background. a purple flower with green leaves in the background. a close up of purple flowers in a field. a close up of a purple flower with a blurry background. a barge traveling down a river on a cloudy day. a boat is traveling under a bridge. a red leaf on a tree in the background. a blurry image of a tree with red leaves. a purple flower is in the middle of a field. white daisies in the field. a close up of white daisies in a field. a plant with white flowers in the background. a pink flower is in the foreground of a blurry photo. a blue flower with green leaves in the background. yellow flowers in a field of green plants. yellow flowers in the garden. a close up of a plant with white flowers. a close up of a flower with blurry background. a close up of white flowers with yellow centers. the eu bank headquarters in Frankfurt. a close up of white flowers in a garden. a field of white flowers in front of a tall building. a close up of white flowers in a field. a bicycle under a bridge with yellow flowers. yellow flowers in front of a tall building. the european central bank building in Frankfurt, . a bridge spanning over a river with a park in the background. a concrete sidewalk with a bench and plants"
68,73,"a dog wearing a blue bandana on a grassy field. a white dog playing with a ball in a park. a white dog running through a grassy field. a tall building in the fog with trees in the foreground. a single purple flower in a field with tall buildings in the background. a bee on a marigold flower. a single yellow sunflower with a green center. a blue flower with pink petals in the middle of a green field. yellow flower with bee in background. a single orange flower in the middle of a field. a single orange flower in the middle of a field. the eu bank building in Frankfurt, . a man is holding a leash to a dog. a man playing with a dog on a leash. a person is feeding a dog a ball. a dog laying on the grass with an orange ball. a white dog with a collar sitting on a ledge. two dogs sitting on a wall in a grassy area. four dogs sitting on a wall near a river. a woman petting a dog on the grass. a woman in a hat and black shirt sitting on the grass with a dog. a woman in a black hat is hugging a dog. a dog is playing with another dog in the grass. a white and brown dog standing in the grass. a dog and a small dog are sitting on the grass. a doberman dog with its tongue out. a black dog sitting on the ground with a blue leash. a white dog laying on the ground with its head on the ground. a man is playing with a dog in the park. a wet dog with its mouth open and tongue out. a dog is standing in the grass with its head down. a dog with a pink collar sniffing grass. a dog standing in the grass with a hose. a dog standing in a field with a fountain in the background. a single daisy in the grass"
69,74,"people are gathered around a firework display on the street. the city skyline at night with a bridge over the water. fireworks over the river in Frankfurt. a white dog standing in water with its reflection. a boat traveling across a river with a city in the background. a bridge over a river with a city skyline in the background. Frankfurt skyline, Frankfurt, . a group of geese and their young standing near a river. a river with a bridge and tall buildings in the background. Frankfurt skyline at sunset. a tall building is next to a river. the skyline of Frankfurt at sunset. Frankfurt skyline at sunset. a city skyline with tall buildings and clouds. the european central bank building in Frankfurt. a boat is traveling across a river at sunset. a boat on the river in front of the city. a bridge over a river with a tall building in the background"
70,75,"the city of Frankfurt, . a river with a bridge and buildings in the background. a view of the city from a bridge with graffiti on it. people walking across a bridge with bicycles. a river with a boat on it and a bridge. a river boat is docked in front of a city skyline. yellow daffodils in the grass. a river with trees and buildings in the background. a river with trees and a church in the background. a tree with flowers on it in front of a river. photograph - river view of the city of Frankfurt by james kennedy. a church with a steeple and trees in front of it. a bridge over a canal with a building in the background. a pond with trees and a building in the background. trees in the park by the water. a red building with a bridge over a river. duck in the water under a bridge. a bridge over a river with trees and buildings. duck in the water under the bridge. a goose walking along the edge of a pond. a city street at night with a large building in the background. a city skyline at night with a river and trees. people walking along a river bank at night with a city skyline in the background. a plate with food on it and a fork. a glass of wine and a cup of coffee on a table. a bottle of beer and a glass of beer. a row of buildings with windows and balconies. a man is standing in front of a building with a painting of a man. a restaurant with a large wall mural on the wall. people walking on a bridge in front of tall buildings. the town hall of Frankfurt, . a river with trees and a bridge next to it. Frankfurt, Frankfurt, Frankfurt, Frankfurt, Frankfurt, Frankfurt,. two ducks sitting on a wall near a wall with graffiti. a bridge over a river with a building in the background. ducks on the river seine in Frankfurt. a hillside with trees and flowers"
71,76,"two dogs playing in the grass. two dogs playing with each other in the grass. two dogs playing in the grass. two dogs running in the park. two dogs playing with each other in the grass. three dogs are standing in the grass. two dogs playing in the grass near a wall. three dogs playing in the grass near a bridge. two dogs playing in the grass near a train track. three dogs standing in a field with their tongues out. two dogs are playing in the grass near a bridge. two dogs playing in the grass near a wall. two dogs playing in the grass. two dogs fighting over a ball in the grass. three dogs playing in the grass near a river. a black and white photo of a train track with a man walking on it. a man standing in front of a tall building. a woman standing next to a scooter in front of a tall building. people ride bicycles on a flooded street in Frankfurt, , on jan"
72,77,four dogs on a leash in front of a bridge. two dogs playing in the grass near a train. two dogs playing in the grass near a bridge. two dogs running in the grass near a train. two dogs playing in the grass with a bridge in the background. three dogs playing in the grass. a white dog is rolling around on the grass. two dogs playing in the grass near a bridge. two dogs playing in the grass with a bridge in the background. two dogs playing in the grass with a bridge in the background. a dog wearing a harness in front of a yellow bus. two dogs playing in the grass on a train track. two dogs are standing in the grass. a dog is standing in the grass with its mouth open. a dog with a black collar standing in the grass
73,78,three dogs standing on a train track. a large dog laying on the ground near a train track. a dog laying on the ground near a train track. two dogs are standing in the grass. a man with a beard and two dogs. two dogs are standing next to each other. a dog standing on the side of a train track. a boxer dog is looking up at the camera. a large dog laying on the ground. a large dog laying on the grass. a small dog sitting on the grass. a pit bull dog is standing on the grass. a small dog sitting on the ground looking up. two dogs are standing in the grass. a gray pit bull dog is standing on the sidewalk. a pit bull dog is standing on the ground. a boxer dog is standing on a dirt road. a boxer dog is standing on a dirt road
74,79,"the skyline of Frankfurt. a city at night with a view from the top of a building. an office building with many windows and many people. two tall buildings with windows and a large parking lot. the sun is setting over the city of Frankfurt. a woman walks down an empty hallway in an office building. a digital display showing the speed of a car. the city of Frankfurt, . the view from the top of the frankfurt tower. the city of Frankfurt, . aerial view of the city of Frankfurt. a map of Frankfurt is displayed on a glass table. helaba manhattan tower, Frankfurt, . a view of the city from the top of a tall building. the sun is shining on tall buildings in the city. a group of men working on a construction site"
75,81,"the names of the people who have been on the bench. a metal bridge with a green background. a bridge over a river with a building in the background. a woman taking a selfie in front of a bridge. Frankfurt skyline with construction cranes. a river with a row boat in the water. a large building with a clock on top. the skyline of Frankfurt, . people sitting on the side of a bridge near a tall building. people sitting on a boat in front of a city skyline. a river with a bridge over it and a city skyline in the background. a sculpture of a globe in a park with trees. the skyline of Frankfurt, . a bridge over a river with a building in the background"
76,82,a yellow daffodil with raindrops on it. a stone column with decorative carvings on it. a white dog sitting on a stone ledge. a stone monument with a plaque on it. a stone wall with two statues on it. a carved stone sculpture on a wall in a building. the cemetery at night with a bench and a wall. a statue of jesus on a cross in front of a city. a statue of jesus on the cross in front of a church. a large building with many windows lit up at night. a church steeple at night with a clock on it. a wooden pole with a face painted on it. a group of people walking down a street with bicycles. a woman with tattoos and a cat ears. a yellow flower with water droplets hanging from it. two yellow daffodils with water droplets on them
77,83,a close up of a yellow flower. a blurry image of a yellow flower. a snowdrop is growing in the middle of a field. a painting of a hand holding a cigar in a gold frame. a street lamp is in front of a building. a black and white photo of a garden with a house in the background. a close up of a tree branch with yellow flowers. a small yellow flower on a branch. snowdrop flowers are blooming in the garden. a close up of some yellow flowers
78,84,two purple crocuses are growing in the grass. blue flowers in the woods. daffodils in the park. a white flower with raindrops on it. a white flower with raindrops on it. a close up of snowdrops in the dark. a snowdrop is growing in the rain. snowdrops in the woods. a statue of a man with green hair. a purple flower with yellow center is growing in the ground. a close up of a daffodil flower. a white dog with a blue collar is standing in front of some daffodils. a close up of a cherry blossom tree. daffodils in the park
79,85,"the opera house in Frankfurt, . a statue of a woman laying on a stone. a spiral staircase in a building with a bookcase. michael kors store in Frankfurt. people walk in front of a building with a sky view. a yellow van is parked in front of a building. a man on a bike in a city street. a man and woman walking down a street. a woman looking at a display of jewelry in a store. a woman is walking down a sidewalk. a city skyline with tall buildings and wires. a man standing next to a bike with luggage. a person holding a tag on a mirror with a phone in the background. a man taking a picture of his bike in an elevator. a woman in a red dress walking down the street. a woman with blue hair and a cat ears. the view from the top of the tower in Frankfurt. the view from the top of the frankfurt tower. a crane is working on a building in the city"
80,86,"the front of the opera house in Frankfurt, . the opera house in Frankfurt at night. a view of a city street from a car. photograph - christmas fountain in front of the opera house by james kennedy. a black and white photo of a woman standing in a hallway. people walking in front of a large building with a clock tower. a window with ornate carvings on the side of a building. a white van parked in front of a large building. the building is very large and has many windows. a fountain with lights and a building in the background. a woman taking a photo of a building with a camera. people walking around in front of a fountain in a city. a statue of a woman with a chariot and horses on top of a building. the opera house in Frankfurt. the logo of the bank of scotland is seen on the side of the building. the front of a building with statues on it. the opera house in Frankfurt, . deutsche bank logo in the window of a building. the opera house in Frankfurt, . deutsche bank logo on the facade of the deutsche bank building in Frankfurt,. a gold and white decorative panel on the side of a building. a man in a hat and a white shirt is reflected in a metal railing. a building with a large window. a man on a bike in front of a fountain. a street lamp with a sign on it. a fountain in front of a building with a large sign. a woman is walking down the street. a black and white photo of a city square. the fountain in front of the opera house at night. the arch of the city of Frankfurt. a building with a crane in the foreground and a building in the background. the building where the apartment is located"
81,87,"a drawing of a man with a hat and a book. a drawing of a group of men and women in a room. a painting of a woman holding a child and a bird. a drawing of a man on a horse with a banner. a relief depicting a man on horseback riding a horse. an engraving of a man in a hat and a crown. a statue of a man holding a sword on a pedestal. a suit of armor on display in a museum. a statue of a man holding a sword and a sword. a black and white illustration of people in a field. a poster with the words derkyng von gÃ¼tzen on it. the adoration of the shepherds by pieter brugmans. a drawing of a man being taken to the cross. a drawing of jesus being taken away by men. the painting shows jesus being carried by a man on a donkey. a painting of jesus being taken down from the cross. a painting of jesus carrying the cross. a painting of jesus being crucified by men in costumes. a painting of jesus being crucified by men in medieval clothing. the four evangelists, the four evangelists, the four evangelists, the four evangelists. a painting of jesus being taken to the cross by men in medieval clothing. the painting depicts jesus being carried by men in medieval clothing. a painting of a man with long hair and a hat. a painting of a man in a black hat and black coat. a drawing of an older man with a fur collar. a painting of a man with long hair and a hat. a painting of a man and woman with a baby in a room. a painting of a family with angels and children. a painting of the adoration of the magi. a statue of a man holding a spear and a trident. a marble plaque with a man and woman on it. a painting of a young man with a hat and a flower. a painting of the madonna and child with a child. a painting of a man and woman working on a computer. a painting of a group of people in medieval clothing. two paintings depicting people in a room. a carved relief depicting the scene of the birth of jesus. a painting of the madonna and child surrounded by angels. the madonna and child with angels and saints. a painting of a man with a beard and fur coat. two paintings of a man and woman in black. a drawing of a man wearing a hat. a wooden statue of a man holding a book. a statue of a woman with a hat on her head. a statue of a woman with a hat on her head. a painting of a man and woman with a head on a bowl. a painting of the madonna and children with a fan. a painting of the virgin and children with a man and woman. the skyline of Frankfurt am main. a park with trees and a river in front of a city. a drawing of a man with a fur coat. a painting of jesus on the cross with other people. a painting of jesus carrying the cross. a painting of jesus being crucified by men. a painting of a woman with a parrot sitting on her lap. a sculpture of a man sitting on a wooden block. the painting shows a group of people gathered around a cross. a painting of a woman in blue dress holding a cigarette. a painting of a woman with green eyes. a painting of a baby sitting on a chair with a blue blanket. a painting of a boy in a yellow shirt. a painting of a girl with red hair holding a dog. a painting of a woman with red hair and blue dress. a painting of a naked woman laying on a chair. the painting depicts the burial of jesus. a drawing of a man riding a horse with a spear. a statue of a boy holding a shield and a sword. a statue of a boy holding a shield. a painting of jesus kneeling on a rock. a black and white drawing of a man in a suit. a painting of a woman holding a baby. a painting of the madonna and child with angels. a painting of a woman in green and red holding a scroll. a marble relief depicting the virgin and child. the painting depicts the three kings and the virgin. a painting of the death of jesus with other people. a statue of a man with a crown on his head. a statue of a man with a long robe on display. a yellow van on display in a museum. a painting of the holy family with a child. a bronze plaque depicting the madonna and child. a painting of the madonna holding a baby. a painting of a woman holding a baby. a painting of a woman holding a child. a painting of a woman holding a bowl. a painting of the madonna and child. Frankfurt renaissance exhibition. a yellow phone booth on a sidewalk. four drawings of men in medieval clothing. a large silver sculpture of a face with a mouth. a sculpture of a monster head in a park. a sculpture of a face in the grass in front of a building. a group of people standing around a food truck. a man and woman looking at themselves in a mirror. a woman standing in front of a large painting. two people are walking by the water with a bike. the city of Frankfurt is located in . a black and white photo of people sitting on the grass. people walking across a bridge with a poster on it"
82,88,"a large painting of people in a church. a relief depicting a man and woman in a cave. a courtyard with a garden and a building in the background. a painting depicting the death of jesus in the church of the baptistery. the interior of a museum with a large arch. a large clay jug with a handle and a flower design. a sculpture of a bird on a glass table. ancient roman dagger - a bronze dagger with a green handle. two bronze dagger and a bronze spear. a stone carving of a man holding a sword. a stone plaque with the words salva avg written on it. a knife with a long handle and a sharp blade. a vase with a painting on it. a pair of bronze daggers, one with a green handle and one with a white handle"
83,89,a white horse head with a bridle on display. a helmet with a large metal head on display. two small black deer figurines on display. a statue of a lion wearing armor and holding a sword. a statue of a lion wearing a costume. a stone relief of a man holding a spear. a statue of a man and woman with a man and woman. a mosaic with a sword and a spear on it. a stone lion statue on a white background. a mosaic with a clock and a star on it. a mosaic depicting a snake and a spear. a stone lion statue on a white background. a mosaic with a knife and a spear on it. a relief depicting a scene of people and animals. a mosaic with a fish and a spear on it. a display of a roman soldier costume on display. a stone sculpture depicting a man and horse. a stone sculpture of a woman holding a staff
84,90,an abstract painting of a wall with brown paint. the inside of a large building with a large mural. the interior of a large building with a vaulted ceiling. a statue of a man holding a box on display. a red wall with a carving of a coat of arms. a stone lion statue with a smile on its face. the painting depicts the birth of jesus in the church. a statue of a lion dressed in armor with a sword. the cover of a book about mithras. a statue of a lion dressed in roman armor
85,91,"a statue of a man on a horse with a dog. a stone plaque with a man and woman on it. a stone sculpture of a horse with a rider. a statue of a man in a costume on display. a statue of a man holding a sword and a statue of a man. a stone plaque with a woman holding a staff. a statue of a man sitting on a rock. a stone sculpture of a man and a woman on a pedestal. a large stone plaque with a circular design on it. a stone relief of a man holding a spear. a large stone plaque with various scenes on it. a stone sculpture of a man holding a sword. a stone statue with a head on top of it. a statue of a woman with a hat on her head. a marble statue of a man in a museum. a statue of a man and woman with a statue of a man and woman. a museum display with statues and statues. a large stone plaque with a man on horseback. a stone sculpture of a man holding a sword. a large stone sculpture of a man and horse. a stone statue of a man sitting on a chair. a gold coin with a portrait of a man on it. an ancient coin with a head of a man on it. an ancient coin with a head of a man on it. an ancient coin with a bust of a man on it. an ancient gold coin with a portrait of a man. ancient coin with a picture of a man on it. ""an ancient roman coin with a womans head on it"""
86,92,a spiral staircase in a building with a light shining down. a spiral staircase in a building with a circular window. the city skyline at dusk with many tall buildings. a large building with a red light on top. a view of the city from the top of a building. a tall building with a blue sky in the background. skyscrapers in the city under a cloudy sky. a large building with a blue glass facade. a large building with a blue sky in the background. skyscrapers in the city of Frankfurt. a tall building with a clock on it. a view of the skyline of a city with tall buildings. a hotel room with two beds and a painting on the wall. a hotel room with two beds and a painting on the wall
87,93,"a city at night with a bike path on the bridge. a view of the river at night with buildings in the background. a river in the city at night with lights on. a sticker on a wall that says Frankfurt . a city skyline with a church in the background. a view of the city from a bridge with a church in the background. a river with a bridge and trees in front of it. a view of the city from the water. Frankfurt skyline at night. a group of tall buildings in a city. a boat is traveling down a river with a bridge in the background. a tv screen showing a person on a skateboard. a woman is holding a phone in front of a tv. a woman is reflected in a mirror in a dark room. a large television screen showing a cartoon character. a tv screen showing a cartoon character in a submarine. a woman is sitting in front of a computer screen. a woman holding a book. a table with a screen showing a woman and a man. a display case with a glass top and a lot of different items. a woman is taking a selfie in a yellow submarine. a woman is sitting on a chair in front of a television. a woman is on a television screen with red lights. black and white photograph of city skyline at night. a city at night with a river and a bridge. ferris wheel in Frankfurt, . a close up of a ship wheel with a ferris wheel in the background. the city skyline is reflected in the water. a boat is floating down the river at night. the skyline of Frankfurt, . people walking along the river in front of a city. the city of Frankfurt is located in the west of . a group of tall buildings in a city"
88,94,a man wearing a jacket. a man with dreadlocks and a beard smiles. a man is dancing in the middle of a crowd. a tree is seen in the reflection of a building. a view of a market with vegetables and fruits. people are shopping at a market in a city. a view of a city square with people walking around. a view of the market from a building. people walk down the street in front of a mcdonalds. a view of a street from a fish eye lens. people walking down a street in a city. a group of people in a city street. a woman with tattoos and a beer in her hand. a man wearing a bow tie and sunglasses. a woman is laughing while holding an umbrella. a young girl standing next to a large bear and a small bear. an older man sitting at a table with a newspaper
89,95,"black and white photograph of tall buildings. a street with a door and a mural of faces. a street light is in front of a building. tall buildings are seen from below in a city. a view of tall buildings in a city. a city square with a fountain and a clock. a city skyline at night with a building in the background. a group of people sitting in chairs with green shirts. a city street with people walking and cars on it. a black and white photo of a tall building. a black and white photo of a city skyline. a black and white photo of a city with tall buildings. a woman is sitting in a chair in front of a glass door. the shard, Frankfurt, . the sun shines brightly on a tall building in the city. a fountain in a plaza with people sitting on benches. a sign on a building that says coffee and deli. a city street with tall buildings and construction cranes. black and white photograph of tall buildings in the city. reflection of building in glass window - stockfoto.com. a decorative plaque on the side of a building with a portrait of a man. a sculpture of a woman on a building. a street lamp with a european flag on it. tall buildings are seen from below in a city. a green porsche sports car parked in front of a building"
90,96,"""a birds nest in a tree with a blue building in the background"". a bird is standing on top of a street light. a river with a church in the background at night. two people walking under a tunnel in the snow. people are watching fireworks on the street. a crowd of people standing around a fire and smoke. ducks on the bank of the river in front of a bridge. statue of king henry the eighth in Frankfurt. a tree with birds nests on it in front of buildings. a river with buildings and trees in the background. a bird sitting on top of a tree with its nest in the branches"
91,97,"a duck standing on the grass. a bird with a red beak standing on a curb. two birds standing on a ledge. a bird standing on a ledge next to a body of water. two birds sitting on a ledge next to a body of water. a bird is perched on a street light pole. the river in Frankfurt, . a river with a bridge and buildings in the background. Frankfurt, , , Frankfurt skyline, Frankfurt skyline stock. Frankfurt, Frankfurt, Frankfurt, Frankfurt, Frankfurt, Frankfurt,. a river with trees and buildings in the background. black and white photo of a city skyline. a man is sitting on a bench near a river. an old tunnel with graffiti on the walls. a tree with a pink flower. two ducks standing on the steps of a building. the city of Frankfurt is seen from the river"
92,99,"european central bank to cut interest rates. a group of buildings with many windows. a sculpture in a park with trees and a bench. a group of people on the deck of a ship. european central bank to cut interest rates to zero. a park with a large building in the background. the euro sign is in front of a building. the euro sign is in front of a building. the euro sign is in front of a tall building. ""Frankfurt fitch cuts s credit rating to a+"""
93,100,"a man standing next to a car. a man with a mustache and hat smiling. a building with a clock tower in front of it. a tall building with many windows. a person taking a selfie in front of a building. a person is walking in a city square. people walk around a market in a city. a statue of a man with a bird on his head. a man standing in front of a display of food. ""dragons milk beer at the city of dragons"". a large display of fruit and vegetables. a display of rambutan fruit. a display case with many different types of bread. a woman is looking at a display of meat in a store. a display of fruit and vegetables. a coffee cup sitting on top of an orange table. a display case with breads. a display case with a variety of pastries. a view of the inside of a store with lots of shelves. a display of chocolates. a display case with various pastries and cakes. several bottles of beer with labels on them. a man on a bike in a city square. newes leben, a german clothing store, is using social media to promote its products"
94,101,a black and white photo of a child sitting on the ground. a man is sitting on the side of a bridge near a river. a man and a woman standing in the street. a black and white photo of a river and city. a person walking down a cobblestone path. a man is standing in front of a store. a black and white photo of a person riding a bike. a woman sitting on the steps of a building. a black and white photo of a man and child walking down a sidewalk. two people walking down the street with umbrellas. a large christmas market with a carousel and a sign that says Frankfurt. a mural of a bird with a soccer ball on the side of a building. a man leaning against a building while using a cell phone
95,102,"a city street with a statue in the middle. a view of a city street from a fish eye lens. a view of the city from a fish eye lens. a street with a church and a bike rack in front of it. people walking in front of a large building. three young people in green shirts sitting on a tree. the skyline of Frankfurt, . a view of the city from a high rise building. a red building with many windows. the skyline of Frankfurt, . a statue of a man standing in front of tall buildings"
96,103,"the christmas market in Frankfurt, germany. christmas market in Frankfurt, . a ferris wheel in front of a city building. a city street with tall buildings in the background. a construction worker is working on a construction site. a man walking down the street with plants on a wall. the kansas city chiefs mascot is posing with cheerleaders. statue of the three wise men. two statues of men standing on top of a column. a statue of a woman. a statue of a man and woman in front of a building. a water fountain. a building under construction with a crane in the background. statue of dutch explorers in front of the city hall. a statue of a man and a woman in front of a building"
97,104,"a blue tram on a city street. the skyline of Frankfurt, , with the new european bank tower in. a woman smoking a cigarette in front of a building. a map of the Frankfurt underground. people standing in a subway station with a train moving. a view of a city street with buildings and sky. a city square with a clock tower in the background. a 360 - view of a city square with buildings. a tree - with no leaves - in the middle of a city. a city street with people walking and standing on the sidewalk. people walk down a street in front of a building. a person taking a picture of a city square. a view of the city from the top of a building. a man sitting on a bench with two dogs. a man is standing outside of a building with a clock. three people sitting at a table in front of a city skyline. the skyline of Frankfurt is seen from the top of a building. a building with a large archway and a sign on the door. a black and white photo of people on bikes and a building. a blurry image of people running in a marathon. a woman taking a selfie in front of a tree. the city skyline is very tall and has many tall buildings. two people looking at a painting of two people. a blue and purple painted wall with a cartoon face on it. a group of colorful characters painted on a fence. a blue wall with a blue and white painted wall. a fence with graffiti on it and a blue face. a green ghost painted on a wooden fence. a painted wall with a cartoon drawing of two people. a box with graffiti on it and a hose. a construction worker is working on the top of a tall building. a truck with a woman in the window. a man standing in front of a mirror with balloons in the sky. a black and white photo of a large metal tube. the bad artists imitate the great artists steal. a man is painting a heart shaped balloon on a wall. people walking around in front of a tall building. a wall with colorful drawings on it. a painting of a city at night with many lights. a man standing in front of a large projection screen. a food cart with a table and umbrella on the side of the street. a group of people on stage with a man holding a microphone. an old man sitting on the sidewalk with a suitcase. a group of people playing basketball on a court. a man playing a wooden instrument on the street. a large building with many tables and umbrellas. a person wearing black pants and black shoes. people are standing in front of a street with a sign that says Frankfurt house. a man standing in front of a fruit and vegetable stand. a man sitting on a bench next to a statue of a man. a city street with lights and buildings at night"
98,105,"people walking in front of a large glass building. a large glass building with people walking around it. people are walking down an escalator in a mall. a building with a circular glass structure. ""Frankfurts frankfurt am main airport"". a black and white photo of a spiral staircase. black and white photograph of spiral staircase. a black and white photo of a spiral staircase. a black and white photo of a spiral staircase. a black and white photo of a spiral staircase. a crowd of people at a concert with bright lights. the inside of a building with a spiral staircase. the atrium of the mall of china. a person walking up an escalator in a shopping mall. a spiral staircase in a shopping mall. a modern shopping mall with a spiral staircase. the inside of a modern building with a glass ceiling. a spiral staircase inside a shopping mall. the inside of a building with a curved glass roof. the atrium of the new hong kong airport. the atrium of the national museum of china. a building with a large glass structure. a glass building with a sculpture of giraffes. the inside of a building with a large glass structure. a building with a large glass dome on top"
99,106,people walk around a city at night. a bridge over the river at night with lights on. a large church lit up at night. miniature houses and other items are displayed on a glass shelf. two statues are sitting on a wall in a dark room. a bridge over a street at night. people walking across a bridge at night. a display of miniature buildings in a store. a display case with miniature houses and trees. a city street at night with traffic lights and buildings. a city at night with a river and buildings. a city street at night with a lot of traffic. a train is passing by a building with people on the street. a man in a suit is standing in front of a camera. a train engine pulling into a station with a building in the background. three men in suits standing next to a green truck. the beatles - the beatles. a train is pulling into a station. a bridge spanning over the river in front of buildings
100,107,"people are gathered around a steam train in a city. a view of the city from above with people walking around. a bridge with many bikes on it. a bridge with many locks on it and a church in the background. a bridge with many locks on it. Frankfurt skyline with the river and the city. the skyline of Frankfurt, . a city skyline at night with a river and a bridge. a sign on a bridge that says ""the bridge is open"". a view of the city skyline from a bridge"
101,108,"Frankfurt skyline at dusk. a bridge with many locks on it and a man standing on it. a bridge with many locks on it and a river. a large building under construction with cranes. many locks are attached to a bridge. a tall red building with a clock tower. the cathedral of the catholic church in Frankfurt, . a view of the river from a bridge. people walking on a bridge over a river. a person walking across a bridge with a shadow. the skyline of Frankfurt at dusk by james watson for stocksy united"
102,109,"Frankfurt, , , Frankfurt, Frankfurt skyline, . a boat is docked in front of a church. a large building with a steeple. a large building with a clock tower. a bridge with people walking across it. a view of a church from a bridge. a bridge over the river with a city in the background. a group of people are gathered around a tree lit up with lights. statue of two children playing on a fountain. a city skyline at night with snow on the ground. a bridge over the river with a city in the background. the skyline of Frankfurt, . a lock of many padlocks hanging on a chain. love locks on the bridge. the city skyline at night with a ferris wheel. statue of two cherubs in the fountain of the city hall at night. a bridge with locks on it and a city skyline in the background. people walking across a bridge with a skyline in the background. a bridge over a river with a city skyline in the background. a church with a steeple and a bridge with graffiti. a boat is traveling down the river in front of a city"
103,110,"a street view of a building with a sign on it. a view of the city from a fish eye lens. a narrow alley with steps leading to a building. a view of a city street through a circular lens. a person taking a selfie in a narrow street. a painting of a man in a suit walking in the woods. a man in a hat and coat holding an umbrella on the beach. people walk through a narrow street with stalls and buildings. people are looking at a display of food in a market. a statue of a man in front of a building. christmas market in Frankfurt, . a sign on the side of a building that says ""firmament"". a statue of a woman standing in front of a building. a stone column in front of a building. a statue of a woman holding a baby on a lamp post. a courtyard with a balcony and a building. a hat shop window with two hats on display. people walking down a street in a city. the entrance to the museum of modern art in Frankfurt. a group of people sitting at tables outside of a building. people sitting at tables in a city street"
104,111,"people sitting on benches in front of a large building. a man standing in front of a counter with a sign. a bridge over a street. a large building with a clock tower and a statue in the middle of it. a monument with a statue of a man and woman. a crowd of people in front of a building. a poster with information about the city of Frankfurt. a plaque on the side of a building with a picture of a man. ""a close up of a stone sculpture of a mans head"". a stone wall with a portrait of john f kennedy. the interior of the german parliament building. the organ in the cathedral of copenhagen. the plaque on the wall of the building. a monument in front of a building with a clock tower. a large church with a clock tower and a statue. a church with a clock tower and trees in front. a sign for ratseller, a restaurant in the city of Frankfurt, germany. a large building with a clock tower and a clock tower. a large brick building with a clock tower and a statue. a woman is standing in front of a large mural. the interior of a building with a circular ceiling. the interior of the parliament building in Frankfurt. a clock tower with a cross on it. a large mural of people in suits and ties. a large brick church with a clock tower"
105,112,"the city hall of hamburg, Frankfurt. a sign on a building that says ""mÃ¼nchen"". a red and white sign with a bird on it. a bridge over a street in a city. a large building with many windows and a clock tower. statues on the side of a building. the entrance to the building has a large clock on it. a church with a steeple and a clock tower. the church of the holy cross in Frankfurt, germany. the ratsskler building in Frankfurt, . a plaque on the side of a building with a sign that says ""the memorial to the victims"
